track_id;artist_id;track_name_id
990;93;50670
991;129;24840
993;206;34676
1009;4;47561
1011;4;63352
1022;210;81284
1025;211;1787
1030;155;36068
1035;55;71306
1036;55;80258
1037;40;17472
1049;4;29892
1054;4;52209
1056;220;23765
1076;222;17007
1077;51;79151
1079;135;29879
1082;96;47423
1086;96;27556
1087;96;18195
1094;96;8560
1095;203;16755
1106;3;66345
1108;3;14528
1109;3;42318
1110;3;40818
1119;56;814
1120;56;20076
1127;56;62058
1133;56;33728
1134;56;1654
1135;56;8040
1138;56;49606
1152;146;76274
1156;84;23364
1158;140;38546
1162;227;25228
1164;153;23544
1168;140;30003
1169;67;30825
1171;40;59780
1173;40;8693
1174;59;44670
1176;229;28496
1177;229;67182
1178;229;64893
1180;229;51080
1182;229;31953
1183;229;26525
1186;7;52876
1187;79;67290
1189;229;17821
1193;59;29528
1194;220;7408
1200;59;68593
1201;59;22832
1203;59;10021
1204;59;25057
1205;187;23577
1206;187;17320
1214;140;83568
1219;185;44350
1224;135;78262
1236;59;50187
1238;59;79478
1239;59;15905
1240;59;76988
1241;59;57767
1242;59;56273
1245;59;59177
1251;242;28849
1253;26;38367
1258;79;64574
1259;22;6906
1261;59;62343
1262;59;50273
1263;28;35611
1265;59;58618
1266;59;7501
1267;59;19796
1268;59;74640
1269;59;63626
1270;59;51790
1272;59;9690
1275;245;69018
1276;25;54932
1285;20;14187
1287;248;78949
1294;247;75429
1296;59;35137
1304;36;3365
1306;29;38935
1307;250;75174
1309;253;30915
1315;67;4459
1325;11;71541
1327;11;31944
1331;11;41363
1332;11;25326
1338;11;4952
1346;59;42045
1348;36;16882
1351;19;14278
1362;245;17143
1363;259;52328
1376;263;9926
1377;28;63091
1379;129;49796
1384;28;50008
1386;266;58293
1388;27;77256
1389;140;79798
1391;145;35165
1395;259;70930
1396;54;61437
1400;46;66384
1404;148;20587
1405;4;29082
1414;4;40269
1416;82;27977
1421;272;43739
1422;272;78742
1423;40;65612
1427;3;8826
1431;212;5960
1434;272;25522
1436;272;3964
1438;135;2979
1439;22;50025
1442;4;54160
1444;27;47678
1448;71;17466
1449;30;72357
1450;30;73290
1451;30;71136
1452;30;43445
1456;141;32090
1457;148;68598
1458;85;48175
1462;187;83216
1464;88;22724
1476;274;53267
1477;272;73421
1478;71;9387
1481;275;72757
1487;190;61884
1490;71;53646
1492;71;18744
1493;71;70365
1494;71;29482
1495;71;9446
1496;71;71485
1497;169;84116
1498;27;77455
1504;55;73179
1505;169;53962
1506;169;46139
1507;169;82174
1509;135;55031
1513;85;53350
1519;7;56072
1520;169;59711
1521;169;21725
1522;169;15952
1523;169;745
1524;1;12363
1527;17;85723
1534;184;9450
1535;184;22051
1541;281;64066
1542;7;2012
1543;148;26122
1545;282;81667
1550;283;29069
1553;27;25439
1555;20;81128
1559;22;44788
1560;22;39145
1561;22;33130
1562;22;20695
1563;22;20770
1565;73;45755
1567;73;13826
1569;73;4603
1572;285;4696
1591;290;7886
1596;292;84002
1608;73;52842
1612;141;58496
1613;93;28210
1616;3;4121
1618;8;68609
1636;279;74570
1637;279;56312
1659;279;58762
1661;279;29626
1662;279;83430
1663;279;7109
1664;279;40880
1670;7;50998
1671;7;65749
1675;27;26918
1677;9;37816
1678;279;27361
1680;279;80477
1682;279;62256
1684;27;32608
1689;307;81006
1690;27;73554
1691;27;19499
1692;27;19895
1693;27;74173
1695;27;11581
1696;18;6149
1699;308;42599
1703;27;64737
1707;13;10086
1708;13;58922
1709;301;82126
1711;295;8178
1716;148;7118
1717;135;63612
1720;311;45866
1726;48;39619
1728;27;56223
1729;135;8080
1732;27;75585
1734;135;42775
1738;3;46220
1740;64;53984
1744;320;58923
1745;320;3933
1746;320;58155
1747;320;5920
1748;320;16375
1749;320;47498
1752;37;15594
1762;79;66167
1767;324;31110
1768;324;76031
1771;79;3976
1777;71;75107
1779;71;21846
1780;71;81896
1781;329;64964
1782;1;7064
1784;1;75811
1785;1;57461
1787;1;23622
1790;121;63833
1804;79;56295
1806;9;59250
1807;9;78849
1808;9;297
1809;9;18172
1810;9;5136
1811;95;59853
1812;95;11366
1813;95;37516
1814;95;53885
1816;95;45184
1819;71;70913
1821;333;67378
1824;334;28965
1828;334;29870
1829;334;38717
1832;229;1832
1833;4;29552
1834;229;25701
1835;229;12697
1836;229;5625
1838;30;35729
1843;30;76692
1845;229;74544
1846;229;1672
1849;185;69875
1852;283;23911
1860;292;1484
1865;67;73895
1877;292;78850
1879;292;1780
1880;292;37101
1881;292;6596
1882;292;51019
1883;292;49249
1886;283;71971
1901;308;84186
1914;22;43454
1917;22;37202
1921;52;53062
1928;52;2668
1929;4;54158
1935;22;67878
1939;22;20691
1940;22;3908
1946;324;11465
1948;324;16810
1952;263;35215
1955;4;22525
1960;20;22089
1962;79;67075
1963;185;77784
1965;46;31980
1966;295;30687
1967;308;25667
1974;166;56975
1978;308;56929
1991;46;2202
1994;166;51893
1995;166;3584
1997;166;9615
2000;51;57608
2001;51;17287
2002;20;23678
2006;51;15079
2007;185;58121
2013;27;68806
2019;350;64660
2021;351;41860
2022;96;67776
2026;22;51667
2027;27;30512
2028;48;71395
2030;353;62384
2031;36;82251
2048;25;49054
2051;27;10056
2052;259;22663
2055;27;79420
2061;43;18869
2062;43;16016
2063;43;69479
2064;43;15699
2067;22;19103
2069;46;22635
2070;210;80218
2072;20;27488
2074;20;47691
2076;172;81723
2077;172;45222
2078;172;82249
2079;172;38283
2080;172;16934
2085;20;74178
2086;20;13628
2087;20;46213
2088;20;84143
2089;20;9589
2090;20;79677
2091;20;58520
2100;22;78502
2107;22;78154
2111;362;83665
2113;314;43851
2119;22;2765
2134;36;42160
2147;22;3530
2153;366;5910
2155;366;70882
2156;166;68724
2157;22;79107
2165;166;24144
2174;283;73126
2193;136;84585
2200;141;61150
2201;138;52042
2210;27;13183
2211;27;63751
2212;27;16728
2213;56;79110
2214;27;16637
2215;368;76722
2216;27;45156
2217;27;22532
2218;27;54999
2219;27;29271
2220;27;28118
2221;27;18421
2224;1;63140
2225;1;53350
2226;37;59558
2227;369;27391
2231;22;18094
2234;324;77238
2236;22;82717
2242;22;76981
2244;121;35392
2248;361;45919
2253;7;53188
2254;54;59338
2255;27;29595
2256;54;79025
2258;135;64355
2259;79;71119
2261;145;48460
2262;28;33953
2267;148;21010
2269;185;56351
2270;71;31345
2272;111;57412
2274;111;52016
2276;111;30056
2277;111;26461
2279;111;5861
2280;111;5559
2282;111;182
2292;263;67477
2293;374;40055
2301;18;79850
2311;379;55007
2313;379;66332
2314;379;66492
2315;379;53889
2318;375;2140
2322;153;48942
2323;32;35530
2331;27;45755
2340;106;61430
2344;30;78156
2350;59;20019
2361;7;15027
2363;210;41749
2364;210;36831
2366;30;2927
2373;135;48619
2374;46;42733
2379;1;31165
2380;279;81563
2381;279;75626
2382;56;42005
2390;56;57691
2393;389;9956
2405;1;43385
2414;210;6582
2416;1;68264
2419;12;81354
2420;12;10641
2421;12;79572
2422;12;51770
2423;71;58133
2424;71;55160
2425;71;8413
2441;248;8157
2453;27;60482
2455;46;24662
2463;24;78351
2466;82;82710
2467;398;82287
2470;46;1603
2471;135;61404
2472;54;28107
2483;140;33280
2485;27;41112
2489;27;5265
2490;307;14042
2493;307;41830
2494;307;6932
2496;48;70122
2498;402;9842
2499;353;13839
2503;353;260
2504;353;82277
2505;353;75708
2506;353;66526
2507;353;56743
2508;353;54345
2510;353;34483
2516;353;27122
2523;106;14192
2530;404;12744
2533;25;35522
2536;153;6208
2538;54;26901
2541;27;20937
2543;48;19022
2548;272;30546
2549;18;35973
2550;18;5257
2554;18;45754
2557;71;30438
2562;171;3135
2563;171;28842
2565;92;31145
2580;171;27901
2585;46;55695
2587;171;17239
2592;46;13188
2593;46;53305
2594;46;48055
2596;171;71286
2599;171;28400
2600;171;5982
2602;171;46756
2607;406;29859
2608;406;2330
2610;406;14448
2615;1;71343
2617;1;6146
2618;1;56033
2619;1;30729
2620;1;15343
2621;1;74277
2622;1;67530
2623;1;25269
2624;1;5756
2626;406;36224
2628;406;33066
2631;1;67836
2633;406;61694
2640;406;62011
2645;52;8640
2646;406;48953
2647;52;49281
2648;406;35690
2650;52;45559
2651;52;40452
2652;406;17074
2653;406;18963
2655;135;53866
2656;52;4027
2657;52;30168
2671;52;10728
2680;4;27401
2681;20;30202
2682;20;71127
2690;203;55875
2691;203;20069
2692;203;11434
2695;169;24779
2696;383;6019
2698;278;11364
2699;278;53993
2704;278;56208
2706;278;32011
2709;48;52607
2717;25;28299
2718;25;23694
2720;25;16872
2721;25;8694
2722;25;24474
2723;25;25321
2725;25;4093
2727;25;25534
2734;148;20406
2737;67;63340
2740;135;19038
2748;409;29072
2749;409;46709
2751;409;75421
2752;409;48506
2753;409;31090
2754;409;55001
2755;409;11858
2758;389;14338
2773;56;72760
2774;56;45095
2775;56;2404
2777;409;38521
2778;163;83545
2783;163;53626
2786;163;49140
2788;163;52034
2794;138;59703
2824;28;14810
2829;48;32941
2831;27;23559
2833;407;63003
2834;27;11860
2836;138;69741
2839;138;74804
2841;163;5533
2842;163;47229
2843;163;58811
2844;163;73943
2845;163;53315
2846;163;52644
2848;46;76729
2849;3;17380
2850;3;59058
2852;163;36533
2853;138;955
2854;36;53760
2855;163;49393
2856;163;47832
2857;266;32896
2858;266;7047
2859;266;41416
2860;266;70146
2861;266;64701
2862;266;10677
2867;266;68213
2868;266;21836
2870;266;3779
2873;52;72627
2875;266;76665
2891;32;65653
2892;32;49335
2893;32;7609
2894;32;62092
2895;32;23666
2896;32;29849
2897;32;36201
2899;32;77862
2900;32;35925
2906;190;22684
2907;266;53890
2915;71;6399
2927;52;166
2931;4;54159
2935;417;81745
2936;417;52117
2938;417;5560
2946;36;81503
2950;125;5197
2953;203;15612
2954;203;11424
2956;203;18390
2957;203;40038
2959;135;3965
2962;37;17608
2964;37;65847
2968;27;42363
2975;421;13114
2982;421;55865
2986;421;69118
2987;421;57648
2989;420;21948
3001;281;66833
3003;281;24481
3006;27;74271
3012;420;34383
3014;148;49448
3016;138;17689
3027;46;72587
3028;46;81396
3030;79;61889
3031;27;43914
3035;281;25309
3037;27;75850
3050;27;17640
3051;27;3356
3054;43;15681
3058;27;60376
3059;27;53338
3061;43;57261
3063;43;8245
3066;43;41987
3069;292;75773
3075;424;13091
3076;424;31953
3083;166;27614
3084;406;6375
3087;406;75881
3088;406;18640
3089;56;15455
3095;56;56009
3096;425;85547
3110;8;17474
3111;8;81149
3112;69;40977
3117;8;9713
3118;8;74372
3124;422;29129
3125;27;78169
3126;422;24014
3164;4;45261
3166;46;12880
3167;227;46171
3168;153;35751
3169;135;60578
3173;27;58604
3178;429;50297
3183;290;63678
3184;148;23571
3186;135;20116
3195;429;23564
3202;34;74361
3203;365;3087
3204;432;71052
3213;391;55851
3216;391;14247
3226;27;32426
3227;59;75688
3233;416;72628
3259;3;82734
3261;185;54537
3262;135;51658
3267;122;28534
3270;93;60829
3276;424;28271
3277;34;66226
3280;34;25422
3285;416;9998
3290;424;38918
3291;424;33115
3292;424;34458
3293;424;40245
3304;33;70933
3305;424;3964
3307;424;56940
3309;424;41586
3317;424;66680
3319;96;23280
3321;37;54029
3322;59;5780
3326;436;5203
3327;436;30200
3328;424;36248
3329;424;73080
3330;424;2192
3331;424;19708
3334;424;9773
3336;185;56801
3337;210;46426
3341;135;71671
3347;135;20619
3348;27;66721
3349;153;64897
3350;34;58393
3351;34;59056
3352;34;78102
3353;34;17476
3369;34;44774
3373;135;81078
3375;231;13736
3381;171;71287
3383;407;72120
3389;324;41822
3391;324;12924
3399;79;41762
3402;263;26099
3403;263;69496
3408;416;80718
3409;416;53471
3410;416;1134
3411;416;10405
3412;416;9476
3413;416;47412
3414;416;41692
3415;416;18716
3424;438;67402
3425;438;35578
3426;438;58623
3427;438;82548
3429;438;70898
3431;438;67699
3440;438;77227
3441;438;16688
3442;438;20400
3443;438;41296
3444;438;8237
3446;438;9662
3447;438;55390
3449;438;27286
3450;438;57281
3457;55;22017
3458;256;55698
3466;69;27729
3472;307;43525
3480;255;54898
3484;314;12732
3485;314;35017
3494;314;38170
3497;56;13982
3498;56;61841
3500;56;30429
3502;56;55649
3506;30;62625
3508;8;71096
3518;368;12086
3533;368;82939
3534;368;32247
3535;368;4286
3536;368;5005
3537;368;58765
3538;368;4127
3540;368;43938
3541;368;33081
3542;368;30271
3544;245;9169
3547;249;23894
3555;407;48637
3556;67;41468
3557;67;70815
3558;67;77638
3567;129;70991
3568;129;55719
3569;129;53289
3570;129;85577
3573;4;5097
3576;4;24788
3577;36;32179
3593;67;42643
3607;406;43095
3614;54;80302
3615;354;30194
3616;54;62151
3619;54;29625
3620;33;80054
3622;283;59378
3623;46;17468
3624;171;37403
3625;283;79537
3630;365;10125
3632;365;179
3633;365;42979
3635;365;36077
3637;365;38536
3638;140;60322
3639;140;19674
3671;25;63775
3672;25;21044
3673;25;55237
3674;25;61696
3675;25;68989
3697;71;17771
3704;27;31720
3705;272;5102
3706;71;82600
3708;135;83341
3712;146;6548
3724;4;16966
3728;140;35631
3729;140;56777
3732;171;8242
3733;171;53134
3736;140;61494
3738;140;54730
3739;140;28041
3740;140;50503
3741;140;64224
3742;171;60695
3743;140;8745
3744;140;23800
3745;140;10076
3747;194;48267
3748;453;11200
3749;453;26885
3750;453;49913
3752;453;33120
3753;453;36162
3754;453;15316
3755;453;36084
3756;453;36880
3758;453;60264
3760;453;74409
3761;453;78999
3766;453;22998
3768;171;21606
3782;1;53718
3783;379;21967
3784;379;44734
3785;379;32610
3789;379;55406
3790;379;48852
3791;171;57956
3792;171;25645
3793;379;20174
3794;379;66755
3795;379;22743
3797;379;37652
3807;171;71765
3808;432;71892
3809;8;56235
3810;8;70597
3811;8;81072
3812;8;4862
3831;431;85478
3837;46;41321
3839;263;57570
3841;59;35200
3842;55;73032
3843;55;69910
3844;55;15632
3845;55;22238
3846;55;75915
3847;55;25209
3848;55;58283
3862;459;4556
3863;263;10153
3864;263;62760
3865;263;72531
3866;263;45299
3868;416;32268
3883;64;64926
3888;5;77749
3891;64;30788
3896;171;20300
3897;171;67882
3902;445;37836
3903;445;9978
3916;171;25075
3917;55;54138
3932;8;28675
3933;8;78352
3934;461;72936
3935;461;65305
3936;461;65304
3937;461;80017
3938;461;17615
3940;171;18345
3941;71;2101
3943;461;79529
3944;461;46672
3945;461;66688
3946;461;29015
3947;461;29014
3948;461;13917
3949;461;21710
3950;461;58860
3951;461;46415
3952;461;57292
3953;461;72934
3955;266;70456
3956;266;58614
3970;145;34991
3971;46;30728
3972;46;53292
3977;93;4619
3978;148;15558
3980;227;34574
3989;27;60858
3993;27;27950
3995;27;13626
4005;67;67108
4014;464;36760
4015;464;61527
4024;465;68230
4025;36;7811
4028;128;83933
4030;46;78612
4031;46;28485
4032;37;40866
4044;59;29546
4047;190;1946
4048;163;38918
4049;467;37217
4050;36;50500
4051;467;11351
4052;467;59081
4057;383;29686
4058;383;75879
4060;383;62101
4061;383;16462
4063;467;55723
4067;467;69832
4073;464;60691
4074;464;42053
4075;132;19107
4080;132;10989
4085;132;67444
4086;132;69697
4087;55;51750
4088;470;2883
4089;470;75718
4096;132;66165
4097;132;37226
4098;471;37400
4099;471;16518
4100;471;43579
4101;471;32971
4103;79;156
4104;471;24060
4105;471;24558
4106;471;72499
4107;471;3235
4109;471;12495
4122;135;41775
4123;46;2710
4124;46;79437
4127;38;19714
4129;46;17091
4130;46;14077
4131;46;27673
4136;55;45562
4137;37;20204
4138;37;74752
4141;38;66395
4142;67;55515
4143;67;5160
4144;67;66974
4145;37;84204
4147;27;58939
4148;27;10577
4152;38;49803
4154;475;21724
4156;464;75598
4159;37;9265
4166;37;49717
4167;476;16096
4168;476;25727
4173;283;72281
4174;283;13436
4175;283;35996
4183;201;17347
4193;1;18340
4195;1;47785
4196;1;32143
4197;1;7255
4199;1;70072
4200;1;79067
4212;266;3777
4214;283;55939
4215;283;36085
4216;283;13203
4218;283;75902
4219;283;54141
4230;1;34980
4241;249;65703
4251;431;20253
4252;431;45548
4253;431;44722
4261;71;14156
4268;17;46450
4272;36;14031
4288;407;33727
4302;27;76542
4323;51;18018
4325;27;79814
4331;365;65776
4333;444;39820
4335;444;63832
4341;27;66225
4350;43;79355
4360;486;66836
4361;486;63292
4362;27;63893
4364;85;73447
4367;85;79433
4368;85;63392
4369;85;35908
4370;85;67592
4371;85;13437
4375;27;5206
4376;27;44113
4378;27;61907
4379;27;1322
4381;27;68875
4383;27;80407
4384;210;63106
4399;267;44433
4419;141;61994
4424;489;75289
4443;194;55299
4451;27;51567
4452;27;68697
4461;67;66843
4462;27;11758
4463;27;74507
4464;27;32424
4469;67;18133
4470;67;23968
4471;67;57685
4472;67;4549
4473;67;35604
4474;67;57224
4475;67;62408
4478;431;66470
4479;431;74375
4480;185;15539
4481;185;14132
4484;444;56983
4499;3;25655
4504;3;11356
4505;3;52841
4508;3;29607
4509;3;43287
4517;444;75035
4528;19;395
4530;19;394
4537;432;64757
4556;425;51465
4561;425;65715
4562;425;67455
4563;425;35925
4565;493;63870
4566;493;12161
4576;249;22897
4579;3;66969
4580;3;13300
4584;249;72128
4590;406;17293
4592;493;22597
4594;494;41870
4595;494;7154
4597;494;30359
4599;494;53493
4600;494;42665
4601;494;47168
4602;494;38473
4603;494;68398
4610;28;29685
4622;28;33382
4634;28;48330
4635;28;75478
4636;28;50006
4637;28;48026
4638;28;73921
4639;28;5543
4659;198;6322
4660;198;30091
4665;198;40070
4670;364;19884
4671;408;50106
4679;19;53366
4685;486;35882
4686;486;14333
4688;486;9535
4689;486;82494
4690;486;77631
4692;486;77250
4693;486;70694
4694;486;70403
4695;486;48584
4696;486;48492
4697;407;76537
4698;407;66694
4700;407;43490
4706;48;11933
4709;48;23811
4716;48;72558
4719;48;75642
4721;48;70557
4724;496;3445
4725;496;29220
4726;496;56757
4727;496;8530
4728;496;14381
4729;496;62824
4730;496;42012
4731;476;53030
4732;185;14350
4733;185;7806
4734;185;33312
4735;185;50448
4736;185;1099
4740;48;79754
4741;48;61482
4744;48;73247
4747;48;60920
4753;48;21790
4764;3;33667
4771;8;59406
4773;8;23829
4774;8;76705
4775;379;79017
4776;379;29082
4777;379;25712
4779;379;63013
4782;379;36487
4786;499;80322
4797;93;56297
4811;499;50545
4812;499;31716
4813;501;81387
4830;379;54216
4831;379;80730
4832;379;50061
4833;379;10503
4834;379;56166
4835;379;33136
4839;36;50121
4841;36;7962
4842;279;30247
4843;279;36576
4854;171;35693
4856;171;14293
4858;55;70743
4861;140;52005
4868;504;58944
4902;248;65224
4903;248;56029
4904;248;53887
4905;248;20559
4906;248;4035
4909;27;21654
4910;27;55158
4911;27;5920
4916;171;46060
4918;171;17000
4920;171;14161
4921;171;76085
4924;508;84276
4928;307;80178
4930;379;61026
4931;379;61757
4942;509;25639
4946;153;77729
4956;52;58714
4957;52;36937
4975;512;74346
5000;513;16793
5004;513;21084
5018;64;63656
5019;212;47459
5020;212;51175
5021;406;72824
5023;406;22957
5026;514;74251
5028;514;43372
5033;514;70389
5036;514;9065
5050;167;69026
5052;515;55921
5058;115;71736
5059;115;20586
5064;141;38532
5067;283;52689
5068;283;71939
5069;283;70582
5070;283;20192
5071;283;71727
5072;283;9598
5073;283;10601
5074;283;27040
5075;283;73400
5076;515;7249
5082;515;77670
5087;169;65191
5091;283;56199
5093;283;38549
5097;283;82599
5098;283;71199
5099;283;3377
5110;245;31705
5111;245;6901
5118;520;17433
5119;520;83602
5123;520;15380
5124;520;64481
5129;521;52243
5143;334;24272
5146;283;7801
5151;171;34924
5152;171;29431
5160;493;45520
5162;245;65488
5163;524;80559
5168;43;13317
5169;62;37266
5174;354;4788
5176;55;49808
5177;55;50363
5178;27;15766
5180;27;9658
5181;27;34520
5182;27;27289
5185;27;43078
5186;499;2514
5187;499;33477
5188;499;17473
5189;499;53078
5190;499;77386
5191;499;40081
5192;499;66172
5193;499;27234
5194;499;17483
5195;499;33144
5202;145;31266
5207;245;81562
5208;245;28068
5213;379;41899
5215;379;82633
5216;145;41375
5217;96;29560
5218;96;9013
5219;96;10853
5220;96;71608
5228;96;18199
5229;96;12642
5230;96;23645
5232;526;17327
5235;526;82410
5238;526;63534
5239;509;67579
5241;43;50278
5243;43;31858
5246;43;63784
5248;526;27724
5255;286;63132
5277;203;56178
5279;273;30920
5284;379;33280
5287;379;37307
5288;379;2431
5289;379;67659
5290;379;82488
5291;379;14007
5292;379;9821
5294;379;20234
5295;531;68246
5296;531;79150
5297;531;49387
5298;531;42002
5299;531;18366
5300;531;30720
5301;531;59454
5302;531;38067
5303;279;30792
5304;531;58912
5305;531;45802
5311;531;35897
5312;531;46289
5313;531;9111
5333;543;70772
5335;1;76314
5341;548;49993
5342;67;60514
5343;43;56928
5360;67;15656
5361;67;22595
5367;67;73821
5369;67;67640
5370;67;43213
5397;587;33525
5422;588;5397
5423;578;68020
5460;443;26550
5463;443;13214
5467;75;12169
5468;627;71174
5480;634;87771
5485;637;16310
5498;432;35899
5504;432;18872
5506;115;44728
5533;67;5145
5553;283;81041
5564;210;41750
5566;493;17151
5626;493;22614
5636;668;88479
5668;493;19660
5682;676;69315
5683;677;20944
5684;368;68632
5709;85;13073
5710;85;59680
5711;85;59682
5712;290;9353
5713;290;83107
5728;290;74444
5735;171;40556
5736;171;68295
5741;684;13221
5742;685;88584
5751;686;40102
5762;459;56861
5765;459;21529
5767;459;3676
5770;279;79113
5788;691;5777
5789;691;79053
5792;691;37142
5793;691;4717
5795;691;80771
5800;692;65544
5805;8;81135
5806;8;25672
5815;145;23092
5816;145;7929
5827;576;37424
5837;43;22969
5839;697;10019
5865;705;34499
5870;710;27848
5877;717;40255
5950;436;63369
5955;436;39398
5956;436;33236
5961;741;80287
5968;631;56647
5976;85;23402
5978;186;71990
6063;365;52849
6088;43;37136
6114;485;30928
6118;43;55251
6119;43;22089
6120;43;57424
6121;765;64310
6125;43;4539
6126;43;48579
6127;43;54341
6128;470;13552
6154;765;34066
6164;770;17999
6194;770;30112
6197;770;77131
6198;770;9968
6220;499;66030
6221;499;74039
6234;691;61853
6235;691;7612
6237;691;80820
6238;691;60211
6263;283;1229
6264;283;3091
