user_id;Mainstream;country;gender;Age
29607215;0;35;0;10
8907182;0;27;1;30
15941872;0;44;1;20
40664125;0;45;1;10
23850979;0;45;1;10
7951942;0;39;1;20
25077323;0;44;1;10
17799138;0;45;0;10
19808308;0;13;1;10
25462691;0;45;1;10
36607709;0;44;1;20
48592426;0;44;1;10
45664085;0;44;1;20
21293881;0;45;1;20
46087194;0;44;1;40
20856644;0;39;1;20
2364460;0;6;1;20
12523517;0;44;1;10
27246515;0;44;1;20
6308224;0;5;1;10
26367874;0;35;1;20
7335723;0;27;1;40
41702414;0;16;0;10
3960625;0;1;1;20
30502466;0;45;0;30
41462124;0;38;1;20
7094309;0;40;1;20
8797277;0;31;1;20
6096026;0;44;1;30
28331422;0;35;1;10
18552579;0;40;0;10
3393602;0;44;1;20
37455161;0;44;1;20
19211974;0;13;1;40
20717653;0;21;1;20
6601407;0;27;1;20
17403819;0;39;1;20
2246867;0;15;0;20
48508578;0;2;1;10
3422269;0;25;1;20
4421277;0;32;1;20
3557984;0;45;1;20
23862292;0;6;1;20
30975301;0;28;1;20
49282468;0;14;1;20
49542403;0;45;0;30
16438087;0;38;0;10
24581761;0;13;1;40
45227499;0;45;0;10
20686699;0;45;1;20
14199108;0;45;1;10
12043444;0;1;0;20
3115048;0;7;1;30
6836137;0;45;0;20
47679064;0;27;1;10
42733726;0;7;0;20
15161997;0;13;1;10
28785001;0;45;1;40
40406437;0;20;1;20
9030280;0;35;1;20
5596723;0;7;1;90
19661203;0;13;0;10
49624060;0;2;0;20
18862730;0;27;1;20
5076402;0;33;1;20
18501433;0;45;1;30
9892062;0;13;1;20
49586177;0;5;1;10
38572004;0;10;1;20
8372114;0;33;1;20
48745812;0;5;1;10
41388529;0;43;1;20
29369803;0;39;0;10
13788675;0;44;1;10
6258625;0;45;1;20
40832641;0;5;0;10
19086268;0;44;1;40
5373168;0;13;1;20
42608485;0;28;1;20
4363936;0;13;1;20
4273073;0;13;1;20
6045976;0;39;1;10
37618185;0;26;1;20
4845079;0;45;0;10
5714524;0;13;1;20
2246769;0;5;0;30
28865748;0;43;1;10
32219446;0;39;0;10
5037301;0;44;1;20
7355477;0;45;1;20
35301991;0;22;1;20
48060592;0;43;1;20
18933511;0;13;1;40
15368947;0;45;1;20
2856654;0;45;0;30
38207885;0;45;0;30
11718649;0;18;1;20
17538675;0;8;1;30
12774310;0;8;1;20
11921725;0;28;1;30
21578140;0;5;1;20
17037207;0;44;1;10
7957943;0;45;1;10
18501188;0;45;0;10
39284385;0;45;0;10
8644714;0;14;1;20
49827487;0;35;1;20
11176294;0;16;1;30
5705005;0;16;1;30
17911762;0;39;1;20
24949314;0;45;0;20
27494856;0;45;1;10
21545054;0;45;1;20
38069615;0;28;1;20
14495454;0;13;1;20
19145977;0;44;1;20
36541351;0;13;1;10
45875782;0;22;1;10
39893299;0;16;1;20
25961007;0;27;1;30
13108801;0;5;1;10
10045282;0;32;1;30
21478665;0;39;1;20
9957290;0;13;0;20
32849881;0;44;1;10
35673011;0;10;1;20
14518405;0;5;1;10
6266231;0;45;1;40
14203604;0;16;1;40
13629843;0;39;1;20
4251999;0;45;0;20
48781366;0;40;0;10
9019624;0;44;1;20
46895431;0;16;1;30
18474226;0;44;1;20
3413851;0;12;1;20
9256640;0;1;0;20
30895613;0;35;1;10
8985317;0;5;0;20
12347498;0;7;1;20
19522991;0;32;0;20
21463295;0;2;0;10
30866239;0;5;1;20
41450767;0;45;1;20
14258565;0;13;0;20
7768595;0;43;0;20
10863903;0;39;1;20
6398204;0;39;1;0
41967718;0;41;1;10
45436684;0;18;1;10
10296268;0;31;1;20
49758944;0;45;1;20
21748346;0;45;0;20
7122625;0;45;1;20
41310352;0;1;1;20
12830823;0;44;1;10
25068323;0;5;1;20
17478742;0;5;1;10
17853660;0;45;0;10
40745450;0;45;1;30
22504404;0;39;1;20
39744832;0;39;1;20
5200057;0;45;1;20
18650111;0;13;0;20
10204643;0;17;1;20
35125921;0;44;1;10
39585281;0;45;1;20
35005200;0;39;1;20
5228326;0;2;0;20
4570701;0;35;1;10
35545153;0;13;0;30
6280895;0;45;1;20
17434000;0;44;1;20
47176842;0;13;1;20
34806550;0;6;1;10
33656524;0;3;0;20
20711325;0;39;1;10
9003804;0;37;1;20
7590915;0;35;0;20
49593878;0;43;1;20
40046661;0;2;1;20
47826631;0;45;1;30
37977587;0;14;1;10
22467251;0;45;0;20
42664044;0;35;1;10
48551527;0;18;1;20
32032814;0;44;0;10
19845297;0;17;0;10
18358247;0;32;0;20
12269965;0;1;0;10
22406416;0;35;1;20
17593368;0;35;0;20
23780659;0;44;1;30
16660578;0;5;1;20
11161222;0;7;0;20
20004191;0;13;1;40
32504538;0;13;0;20
5382925;0;39;1;20
11557229;0;45;1;30
14657334;0;13;0;20
13807827;0;18;1;20
5334635;0;5;1;20
20915324;0;7;1;20
29585839;0;22;0;20
26912572;0;44;1;20
7358376;0;44;0;30
36971267;0;13;1;50
27561139;0;3;1;20
46449579;0;11;1;10
11437587;0;45;1;20
10492361;0;45;0;20
49600760;0;35;1;10
8710049;0;2;1;10
47239631;0;39;1;10
25335465;0;27;1;20
5103378;0;16;0;20
28278212;0;45;1;20
48126211;0;45;1;10
48927587;0;9;1;10
6445021;0;13;1;40
2536308;0;39;1;20
6065666;0;44;0;20
22090755;0;45;1;50
7123759;0;44;0;20
20186027;0;44;1;50
45945095;0;13;1;50
19190887;0;5;1;10
2446968;0;1;1;20
7422722;0;5;1;20
19895175;0;45;0;10
10896810;0;45;0;20
25650212;0;27;1;20
26190043;0;5;0;20
20554519;0;44;0;40
14368749;0;35;0;10
13647968;0;27;1;20
9273074;0;43;1;20
49425793;0;5;1;10
18994488;0;44;0;30
9955913;0;21;1;20
23848324;0;7;1;10
17086401;0;45;1;10
47073692;0;16;1;20
46739527;0;45;1;30
35509265;0;23;1;10
48721599;0;18;1;10
21103364;0;42;0;20
47030579;0;8;1;30
48807759;0;45;0;10
38903385;0;13;1;20
13301095;0;3;0;20
25993910;0;44;1;10
36577011;0;10;1;10
47936972;0;44;1;20
3474413;0;13;1;30
3532686;0;28;1;20
27150005;0;39;0;10
39561068;0;13;1;60
40409333;0;45;1;10
33305405;0;39;1;20
18379421;0;6;1;20
13578437;0;17;1;10
4509271;0;44;1;10
20213247;0;45;1;30
6615004;0;45;1;20
28129504;0;45;1;20
47385039;0;13;0;50
6446517;0;35;1;10
13007152;0;27;0;50
10031599;0;35;0;20
39839546;0;5;1;10
49798384;0;13;0;20
8691696;0;35;1;20
49369485;0;14;1;30
5773732;0;8;1;30
31317736;0;13;1;40
5711380;0;13;1;20
38122395;0;39;0;10
3123045;0;45;1;20
32132341;0;45;0;70
2828087;0;16;0;20
7954479;0;32;1;30
9087534;0;36;1;20
29574155;0;9;0;20
28216065;0;39;1;10
20378211;0;39;0;20
11454583;0;45;0;30
29506287;0;39;1;20
49437285;0;39;1;10
2992404;0;45;1;20
5394675;0;45;1;20
9625140;0;45;1;30
29262671;0;33;1;20
10386404;0;42;1;20
28921931;0;5;1;10
15878845;0;43;1;20
4084063;0;2;1;20
24388910;0;35;1;20
17134128;0;39;1;10
48506818;0;22;1;10
2348935;0;8;1;20
11495298;0;45;1;20
49591087;0;5;1;10
46967106;0;0;0;10
1072752;0;14;1;40
42515544;0;18;0;20
9743808;0;35;1;10
28194364;0;43;0;10
49119286;0;45;1;30
3519835;0;32;0;20
13073095;0;13;1;30
33216886;0;22;1;20
11064994;0;44;1;20
29529737;0;3;1;20
3837198;0;44;1;30
17625715;0;45;1;20
34993945;0;0;0;20
37971975;0;35;0;10
41140958;0;44;1;20
28099114;0;13;1;10
46149368;0;18;1;10
46826163;0;16;1;30
12294000;0;42;1;20
49546737;0;40;1;10
6989831;0;45;0;20
42932079;0;13;1;20
10909746;0;39;0;20
39284881;0;5;1;20
48853149;0;44;1;30
22526248;0;46;0;20
16608538;0;39;1;10
22467817;0;35;1;30
5443440;0;39;1;20
36489915;0;45;1;30
34496334;0;27;1;20
34918208;0;6;1;10
15020703;0;12;1;20
41266754;0;20;0;10
14719783;0;4;1;30
5077075;0;45;1;20
31194527;0;44;1;20
29147164;0;43;1;20
20910942;0;45;1;40
34315594;0;45;1;10
2750806;0;18;1;30
4981729;0;12;1;20
25807284;0;45;1;10
15980577;0;21;1;20
20770973;0;45;0;20
37764941;0;5;1;10
13380531;0;32;0;10
24433614;0;45;1;10
40453167;0;39;1;20
7169674;0;45;1;10
20695987;0;5;1;20
32143085;0;45;1;10
45535203;0;17;1;20
49483409;0;26;1;20
41607969;0;45;0;10
22509622;0;45;1;20
38016515;0;27;1;40
38205735;0;45;0;10
48155496;0;31;1;20
19804405;0;35;1;10
46138670;0;18;1;40
29736410;0;39;1;10
15971978;0;13;1;10
35028441;0;44;1;10
36049769;0;44;1;20
41696853;0;7;1;10
37719781;0;17;0;10
30589878;0;35;1;20
49633491;0;45;0;10
20882637;0;42;0;10
4700062;0;40;1;40
11352826;0;13;1;30
14510313;0;35;0;20
17946996;0;32;0;10
2164032;0;45;0;20
49839203;0;45;1;10
16489837;0;32;1;20
27630917;0;44;0;10
35928310;0;13;1;20
3003181;0;35;0;20
23549835;0;45;0;10
43093256;0;45;1;20
49102686;0;13;1;20
41491721;0;13;1;30
37546176;0;39;0;40
3145388;0;5;1;20
3216387;1;45;0;30
29375329;1;32;0;20
39404173;1;1;0;20
47259854;1;31;1;10
39160276;1;22;1;20
39963403;1;39;1;10
5049899;1;13;0;20
48196138;1;35;1;10
2723523;1;45;0;20
32229127;1;22;1;10
38395587;1;20;1;20
25864609;1;5;1;10
38249154;1;35;0;20
21072247;1;35;1;10
2598785;1;18;1;40
29029044;1;39;0;10
42356754;1;13;1;40
12576202;1;5;1;20
14991110;1;45;0;30
10998498;1;17;1;20
2004527;1;7;1;30
9532218;1;17;1;10
31114891;1;5;1;10
9490649;1;24;1;20
47130036;1;45;1;10
8585906;1;16;0;20
29265338;1;44;1;40
1073613;1;45;1;20
4261363;1;2;0;20
13892655;1;12;1;20
28582687;1;33;1;30
9008104;1;45;1;30
15379844;1;45;1;20
8322125;1;40;0;10
27750180;1;7;0;20
10579751;1;13;0;20
33964840;1;45;0;10
47822581;1;45;0;10
23956994;1;45;1;20
8891985;1;3;0;20
22537701;1;44;1;10
37583798;1;43;0;20
11072346;1;39;1;20
5905128;1;44;1;40
20537554;1;45;0;20
11958148;1;45;1;20
17344870;1;35;0;10
47693702;1;2;1;10
30126710;1;31;0;20
11655104;1;45;0;30
4480185;1;39;1;20
4960036;1;45;0;20
42529977;1;44;1;10
14911355;1;40;0;20
4703201;1;44;1;30
39834266;1;45;1;10
14357086;1;35;1;20
4642552;1;3;1;20
48890996;1;12;1;20
20226720;1;45;0;20
5475075;1;39;1;20
11317783;1;18;1;10
12501749;1;15;0;20
17848753;1;20;0;20
4151557;1;16;1;20
41596821;1;22;0;10
38551852;1;39;0;10
37905963;1;43;1;10
27587240;1;45;1;20
33928176;1;38;0;20
13272667;1;13;1;20
16980332;1;5;1;20
26318544;1;39;1;10
10049049;1;13;1;30
32624740;1;45;0;10
12135791;1;13;1;20
41133627;1;45;1;20
12442274;1;39;1;20
2463639;1;44;1;20
29859491;1;2;0;10
48082575;1;22;1;20
21129344;1;17;0;10
16602726;1;45;1;10
47943103;1;5;1;10
8404128;1;20;1;20
31891104;1;18;0;20
4976129;1;3;1;30
31929387;1;45;0;10
23573988;1;45;1;10
41974499;1;7;1;10
47185982;1;44;1;20
12435872;1;45;1;20
2879940;1;44;0;20
5301900;1;29;1;10
17275687;1;45;1;20
3747618;1;45;1;30
8019531;1;16;1;20
7142980;1;13;1;20
38474676;1;39;1;20
4234048;1;45;1;40
49702186;1;44;1;10
14869243;1;16;1;10
11815209;1;18;1;30
48431343;1;13;1;10
21157436;1;39;1;20
41872921;1;45;1;20
10434631;1;39;0;10
10419623;1;39;1;20
3630175;1;45;1;20
36838877;1;45;1;20
48432840;1;45;1;20
6326459;1;5;1;20
30659711;1;45;0;10
16224937;1;12;1;20
6107640;1;39;0;20
36545108;1;45;1;20
36226445;1;45;1;20
7707627;1;45;1;20
47229893;1;44;1;20
5187520;1;45;0;20
7383186;1;13;1;10
32855400;1;32;0;20
10589034;1;18;1;40
16306985;1;39;1;20
49565088;1;45;1;60
33497889;1;45;1;20
7226955;1;3;1;20
49001500;1;16;1;30
20975080;1;18;0;20
20669863;1;2;1;10
34498537;1;17;0;20
25192924;1;32;0;10
21984293;1;13;0;10
49411389;1;31;1;10
9852180;1;13;1;30
5182651;1;37;1;20
2815913;1;45;0;20
8395038;1;18;1;20
2137663;1;5;1;30
34445112;1;39;0;20
21734456;1;4;0;10
46386761;1;40;0;10
16592373;1;27;1;10
40217971;1;34;1;20
48806760;1;5;0;10
7785840;1;44;1;10
48066499;1;35;1;10
7590351;1;15;1;20
47871142;1;45;0;10
9736592;1;35;0;20
4801210;1;45;0;20
19814305;1;32;1;10
31002173;1;39;1;10
34205809;1;45;1;20
12164583;1;13;1;20
12512101;1;39;1;20
35980365;1;5;0;10
16332887;1;45;1;20
4427996;1;45;0;20
6691974;1;42;1;10
43114303;1;5;0;20
18904839;1;35;1;10
8338411;1;13;1;30
48970052;1;5;0;10
2670840;1;5;1;20
2790267;1;45;1;30
32152459;1;16;1;10
5602100;1;5;1;30
47113806;1;44;1;10
13138949;1;42;1;20
37432505;1;45;0;20
8122101;1;45;0;20
6452602;1;29;1;20
6054796;1;39;0;20
35334453;1;35;1;20
45253106;1;39;1;20
33154327;1;35;0;10
29198248;1;13;1;20
5855735;1;13;1;20
2486992;1;40;1;30
49598340;1;45;1;10
20022503;1;5;1;20
46914175;1;45;1;20
21074739;1;5;0;10
15019699;1;13;0;20
11524571;1;35;1;10
18145595;1;39;0;10
42608579;1;31;1;20
36730297;1;39;0;10
34686560;1;39;0;20
6801596;1;16;0;20
40461148;1;13;0;10
19386186;1;2;0;20
19178563;1;45;1;20
9080601;1;45;1;20
4846202;1;11;1;30
29952440;1;8;0;20
5696716;1;39;1;20
48836820;1;17;1;50
10674038;1;45;1;30
41296725;1;32;1;10
20004294;1;13;1;20
47075753;1;44;1;20
45368859;1;6;1;20
8686479;1;45;0;10
8950363;1;39;0;10
4036441;1;12;1;20
5262345;1;45;1;20
20984602;1;39;0;20
6751301;1;11;1;20
14769720;1;39;1;10
14872732;1;14;1;30
8058838;1;39;1;20
5808768;1;39;1;20
21625304;1;7;1;10
16288942;1;14;1;20
31251828;1;35;0;10
13574354;1;41;1;10
46169913;1;35;0;10
8235462;1;45;1;30
38096709;1;43;0;10
31445873;1;45;1;20
37850001;1;43;1;10
35572355;1;39;1;20
8780411;1;13;0;20
11003011;1;44;1;10
14602014;1;44;1;20
13045546;1;21;1;30
49553325;1;40;1;20
39512465;1;45;0;30
40564156;1;3;0;20
31872539;1;39;0;10
3118378;1;45;0;20
8992416;1;35;1;20
40428705;1;18;1;10
45264187;1;35;1;10
12410336;1;35;0;10
8333821;1;44;1;20
21725155;1;17;1;20
4398384;1;5;1;20
13200785;1;45;1;20
9951955;1;45;1;40
13989872;1;43;1;20
6488636;1;45;0;20
25473807;1;45;1;20
36607028;1;39;0;20
25146204;1;45;1;10
48375418;1;45;0;10
38942433;1;35;1;20
38855301;1;35;0;10
49218468;1;13;1;20
31372740;1;32;1;10
23577256;1;45;1;10
31751390;1;13;1;10
4755950;1;44;1;20
6297694;1;16;1;30
8077396;1;7;1;10
42324492;1;45;1;10
28903055;1;45;0;10
3644871;1;45;0;20
29484874;1;39;1;20
20884472;1;36;1;20
27954860;1;13;0;10
35864484;1;16;1;10
49565197;1;2;1;10
13860384;1;27;0;30
49654766;1;17;1;10
10749363;1;44;0;10
24710417;1;39;1;40
45951139;1;27;1;10
38456955;1;45;0;20
26129907;1;9;1;20
2769208;1;45;1;20
30584614;1;13;1;10
46046521;1;16;1;20
10361236;1;7;1;20
45854623;1;45;1;20
39007694;1;5;0;10
5281283;1;5;1;20
17610260;1;5;1;10
10255764;1;35;0;20
11385509;1;39;0;20
47158209;1;7;1;10
7790085;1;45;1;20
47859102;1;45;1;20
42112467;1;43;1;20
47651868;1;33;1;20
48485173;1;35;1;20
6984852;1;46;1;20
45538196;1;36;1;10
47831459;1;27;0;20
9029318;1;16;0;20
19369360;1;13;1;50
9018630;1;35;0;10
42122450;1;45;1;20
37220927;1;43;0;20
10705792;1;26;1;20
5120459;1;7;1;20
9241512;1;13;1;20
9454881;1;33;1;20
24700221;1;28;1;30
6929081;1;7;0;20
33501873;1;43;1;20
27537808;1;43;1;10
2176550;1;40;0;20
42308536;1;14;0;20
6988870;1;39;1;40
18053914;1;44;0;10
39599479;1;39;0;10
31397034;1;43;1;20
33816422;1;13;1;20
40659657;1;35;0;10
14332325;1;39;0;10
9040061;1;33;1;40
34004071;1;45;0;20
10825378;1;17;0;10
46759335;1;44;1;20
4205532;1;32;1;30
24696957;1;25;1;20
47931648;1;39;0;10
49389355;1;5;1;10
49884540;1;45;1;20
48015821;1;39;1;20
49027199;1;45;0;20
6667398;1;13;1;40
29351718;1;39;0;20
46785012;1;44;0;10
4559082;1;45;1;20
8843645;1;5;1;20
4471917;1;39;0;20
9941256;1;35;0;10
6015904;1;40;1;20
28976580;1;31;1;20
42981309;1;31;1;10
4071767;1;45;0;40
41103330;1;39;0;10
16811624;1;13;1;30
5271002;1;8;1;20
7402385;1;13;1;20
15160456;1;39;1;30
3350655;1;44;1;20
24941809;1;45;1;20
10375709;1;16;0;40
7983752;1;2;1;20
6232199;1;45;1;20
10790906;1;39;0;10
17993016;1;7;0;10
8725499;1;5;1;20
14646008;1;17;0;10
2411506;1;40;1;20
38815152;1;6;1;20
9674741;1;45;1;20
2161358;1;45;1;20
15970457;1;39;1;20
26907743;1;5;0;20
19606833;1;39;1;20
38139762;1;45;0;10
29732005;1;35;1;10
42734102;1;35;1;20
36610990;1;28;0;10
27431224;1;45;1;20
33616772;1;16;0;20
26818389;1;40;0;20
29147363;1;44;1;10
32958122;1;6;0;20
10473272;1;16;1;30
42195659;1;45;0;20
39968196;1;7;1;20
47075063;1;23;1;10
11235872;1;13;1;60
6286659;1;28;1;20
6394667;1;32;0;10
28842557;1;45;1;20
46836056;1;6;1;10
2063610;1;14;1;30
31392013;1;39;1;20
40291586;1;12;0;20
5195543;1;2;1;20
11546610;1;39;1;20
32381897;1;43;0;10
9002707;1;18;0;20
7087828;1;17;1;30
16359197;1;39;0;20
47507644;1;45;1;20
47145748;1;36;0;10
41433180;1;35;0;10
48230101;1;5;0;10
4496879;1;35;1;30
20422084;1;44;0;10
10480939;1;45;1;30
13200069;1;12;0;20
3800836;1;32;0;10
39202097;1;22;1;10
27833478;1;45;1;20
5284576;1;35;1;20
32359746;1;5;1;20
30982509;1;31;1;10
2251719;1;32;1;30
38405204;1;5;1;10
48108768;1;5;1;10
49335478;1;39;1;30
8960526;1;45;0;20
10830297;1;5;0;20
5357946;1;38;0;20
7964353;1;16;1;0
31598120;1;40;1;40
20891634;1;45;1;10
8169397;1;23;1;10
35536372;1;2;1;10
2840928;1;45;1;20
10916695;1;32;1;20
2218972;1;44;1;20
16021750;1;16;1;30
7978894;1;44;1;30
11911228;1;45;0;20
48485899;1;25;1;10
9166008;1;31;1;20
11110815;1;23;1;30
48560078;1;45;1;10
20760198;1;13;1;10
48515337;1;31;0;10
7966460;1;39;0;10
5218229;1;17;1;10
22184476;1;31;1;20
4320892;1;31;1;20
42745368;1;35;1;10
18576837;1;39;1;20
41886450;1;16;1;20
32514942;1;44;1;10
7307250;1;13;1;20
11124232;1;39;1;30
4698243;1;45;1;20
2424978;1;32;1;20
48396209;1;45;0;30
21979699;1;45;1;20
10637132;1;35;1;30
49696630;1;45;1;30
49221579;1;45;1;20
22901061;1;44;1;10
20848093;1;5;0;10
35032675;1;13;1;20
22647177;1;5;1;10
9227077;1;43;0;20
